Phenotype,Category,n CpGs,Author,Year,Title,DOI,Based on,Reference,Sample type,Sample size,Developmental period,Tissue,Array,Ancestry,Author_list,Date
C-reactive protein,Biological markers,7.0,McKinnon et al.,2024.0,Epigenetic scores derived in saliva are associated with gestational age at birth,10.1186/s13148-024-01701-2,Pre-established MPS,[Ligthart (2016)](https://genomebiology.biomedcentral.com/articles/10.1186/s13059-016-1119-5),Cohort study,332.0,Birth,Saliva,EPICv1,White,"['McKinnon, K.', 'Conole, E. L. S.', 'Vaher, K.', 'Hillary, R. F.', 'Gadd, D. A.', 'Binkowska, J.', 'Sullivan, G.', 'Stevenson, A. J.', 'Corrigan, A.', 'Murphy, L.', 'Whalley, H. C.', 'Richardson, H.', 'Marioni, R. E.', 'Cox, S. R.', 'Boardman, J. P.']",2024-06-29
IL6,Biological markers,35.0,McKinnon et al.,2024.0,Epigenetic scores derived in saliva are associated with gestational age at birth,10.1186/s13148-024-01701-2,Pre-established MPS,[Stevenson (2021)](https://pubmed.ncbi.nlm.nih.gov/33595649/),Cohort study,332.0,Birth,Saliva,EPICv1,White,"['McKinnon, K.', 'Conole, E. L. S.', 'Vaher, K.', 'Hillary, R. F.', 'Gadd, D. A.', 'Binkowska, J.', 'Sullivan, G.', 'Stevenson, A. J.', 'Corrigan, A.', 'Murphy, L.', 'Whalley, H. C.', 'Richardson, H.', 'Marioni, R. E.', 'Cox, S. R.', 'Boardman, J. P.']",2024-06-29
Glioma,Cancer,,Metais et al.,2023.0,Clinico-pathological and epigenetic heterogeneity of diffuse gliomas with FGFR3::TACC3 fusion,10.1186/s40478-023-01506-z,Pre-established MPS,[Capper (2018)](https://www.nature.com/articles/nature26000),Cohort study,22.0,Childhood and adolescence,Tumour cells,EPICv1,Not reported,"['Metais, A.', 'Tauziede-Espariat, A.', 'Garcia, J.', 'Appay, R.', 'Uro-Coste, E.', 'Meyronet, D.', 'Maurage, C. A.', 'Vandenbos, F.', 'Rigau, V.', 'Chiforeanu, D. C.', 'Pallud, J.', 'Senova, S.', 'Saffroy, R.', 'Colin, C.', 'Edjlali, M.', 'Varlet, P.', 'Figarella-Branger, D.']",2023-01-16
Kabuki syndrome,Genetic syndromes,113.0,Mirza-Schreiber et al.,2022.0,Blood DNA methylation provides an accurate biomarker of KMT2B-related dystonia and predicts onset,10.1093/brain/awab360,Raw individual-level data,,Case control,64.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Mirza-Schreiber, N.', 'Zech, M.', 'Wilson, R.', 'Brunet, T.', 'Wagner, M.', 'Jech, R.', 'Boesch, S.', 'Škorvánek, M.', 'Necpál, J.', 'Weise, D.', 'Weber, S.', 'Mollenhauer, B.', 'Trenkwalder, C.', 'Maier, E. M.', 'Borggraefe, I.', 'Vill, K.', 'Hackenberg, A.', 'Pilshofer, V.', 'Kotzaeridou, U.', 'Schwaibold, E. M. C.', 'Hoefele, J.', 'Waldenberger, M.', 'Gieger, C.', 'Peters, A.', 'Meitinger, T.', 'Schormair, B.', 'Winkelmann, J.', 'Oexle, K.']",2022-05-20
Birth weight,Physical health indicators,72205.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,72205.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,72205.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,72205.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,72205.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,72205.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,184.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,184.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,184.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,184.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,184.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
Birth weight,Physical health indicators,184.0,Odintsova et al.,2021.0,Predicting Complex Traits and Exposures From Polygenic Scores and Blood and Buccal DNA Methylation Profiles,10.3389/fpsyt.2021.688464,Published summary statistics (semi-supervised),[Kupers (2019)](https://www.nature.com/articles/s41467-019-09671-3),Twin study,1070.0,Mid childhood,Buccal cells,EPICv1,European,"['Odintsova, V. V.', 'Rebattu, V.', 'Hagenbeek, F. A.', 'Pool, R.', 'Beck, J. J.', 'Ehli, E. A.', 'van Beijsterveldt, C. E. M.', 'Ligthart, L.', 'Willemsen, G.', 'de Geus, E. J. C.', 'Hottenga, J. J.', 'Boomsma, D. I.', 'van Dongen, J.']",2021-07-29
